1,8606010101,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010101/,1986/1/5,
1,8606010102,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010102/,1986/1/5,
1,8606010103,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010103/,1986/1/5,
1,8606010104,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010104/,1986/1/5,
1,8606010105,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010105/,1986/1/5,
1,8606010106,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010106/,1986/1/5,
1,8606010107,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010107/,1986/1/5,
1,8606010108,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010108/,1986/1/5,
1,8606010109,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010109/,1986/1/5,
1,8606010110,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010110/,1986/1/5,
1,8606010111,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010111/,1986/1/5,
1,8606010112,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010112/,1986/1/5,
1,8608010101,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010101/,1986/1/5,
1,8608010102,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010102/,1986/1/5,
1,8608010103,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010103/,1986/1/5,
1,8608010104,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010104/,1986/1/5,
1,8608010105,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010105/,1986/1/5,
1,8608010106,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010106/,1986/1/5,
1,8608010107,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010107/,1986/1/5,
1,8608010108,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010108/,1986/1/5,
1,8608010109,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010109/,1986/1/5,
1,8608010110,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010110/,1986/1/5,
1,8608010111,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010111/,1986/1/5,
1,8608010112,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8608010112/,1986/1/5,
1,8606010201,http://keiba.yahoo.co.jp/search/race/?sy=1986&sm=1&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/8606010201/,1986/1/6,
